Date,STATE,frequency
Dec 1996,Hawaii,1
Dec 1996,Idaho,1
Dec 1996,Illinois,2
Dec 1996,Kentucky,2
Dec 1996,Louisiana,3
Dec 1996,Mississippi,215
Dec 1996,Missouri,39
Dec 1996,Montana,1
Dec 1996,Nevada,3
Dec 1996,New Jersey,4
Dec 1996,New Mexico,67
Dec 1996,North Carolina,87
Dec 1996,Oklahoma,110
Dec 1996,Pennsylvania,1
Dec 1996,South Carolina,176
Dec 1996,South Dakota,3
Dec 1996,Tennessee,2
Dec 1996,Texas,54
Dec 1996,Virginia,1
Dec 1996,West Virginia,6
Dec 1996,Wisconsin,1
Dec 1997,Alabama,100
Dec 1997,Arizona,3
Dec 1997,Arkansas,43
Dec 1997,California,73
Dec 1997,Colorado,1
Dec 1997,Florida,90
Dec 1997,Georgia,215
Dec 1997,Idaho,1
Dec 1997,Kentucky,32
Dec 1997,Louisiana,96
Dec 1997,Minnesota,2
Dec 1997,Mississippi,127
Dec 1997,Missouri,19
Dec 1997,Montana,15
Dec 1997,Nevada,2
Dec 1997,New Jersey,28
Dec 1997,New Mexico,25
Dec 1997,North Carolina,186
Dec 1997,North Dakota,3
Dec 1997,Ohio,2
Dec 1997,Oklahoma,27
Dec 1997,Oregon,2
Dec 1997,South Carolina,105
Dec 1997,South Dakota,17
Dec 1997,Tennessee,79
Dec 1997,Texas,13
Dec 1997,Virginia,20
Dec 1997,Washington,1
Dec 1997,West Virginia,17
Dec 1997,Wisconsin,3
Dec 1998,Alabama,114
Dec 1998,Arizona,13
Dec 1998,Arkansas,9
Dec 1998,California,133
Dec 1998,Colorado,1
Dec 1998,Florida,130
Dec 1998,Georgia,629
Dec 1998,Hawaii,1
Dec 1998,Idaho,1
Dec 1998,Indiana,1
Dec 1998,Iowa,1
Dec 1998,Kentucky,54
Dec 1998,Louisiana,26
Dec 1998,Maine,11
Dec 1998,Maryland,1
Dec 1998,Minnesota,12
Dec 1998,Mississippi,71
Dec 1998,Missouri,1
Dec 1998,Montana,9
Dec 1998,Nebraska,6
Dec 1998,New Hampshire,5
Dec 1998,New Jersey,89
Dec 1998,New Mexico,15
Dec 1998,New York,12
Dec 1998,North Carolina,487
Dec 1998,North Dakota,5
Dec 1998,Ohio,5
Dec 1998,Oklahoma,11
Dec 1998,Pennsylvania,1
Dec 1998,South Carolina,609
Dec 1998,South Dakota,67
Dec 1998,Tennessee,105
Dec 1998,Texas,9
Dec 1998,Utah,3
Dec 1998,Virginia,103
Dec 1998,West Virginia,98
Dec 1998,Wisconsin,43
Dec 1999,Alabama,265
Dec 1999,Arizona,90
Dec 1999,Arkansas,91
Dec 1999,California,300
Dec 1999,Colorado,3
Dec 1999,Connecticut,2
Dec 1999,Florida,279
Dec 1999,Georgia,843
Dec 1999,Illinois,1
Dec 1999,Indiana,1
Dec 1999,Kansas,1
Dec 1999,Kentucky,70
Dec 1999,Louisiana,245
Dec 1999,Maine,6
Dec 1999,Minnesota,32
Dec 1999,Mississippi,505
Dec 1999,Missouri,62
Dec 1999,Montana,26
Dec 1999,Nebraska,1
Dec 1999,Nevada,8
Dec 1999,New Jersey,32
Dec 1999,New Mexico,30
Dec 1999,North Carolina,201
Dec 1999,North Dakota,24
Dec 1999,Ohio,2
Dec 1999,Oklahoma,113
Dec 1999,Oregon,1
Dec 1999,South Carolina,270
Dec 1999,South Dakota,109
Dec 1999,Tennessee,224
Dec 1999,Texas,200
Dec 1999,Utah,3
Dec 1999,Virginia,33
Dec 1999,Washington,1
Dec 1999,West Virginia,43
Dec 1999,Wisconsin,26
Dec 1999,Wyoming,1
Dec 2000,Alabama,107
Dec 2000,Alaska,1
Dec 2000,Arizona,31
Dec 2000,Arkansas,15
Dec 2000,California,162
Dec 2000,Colorado,3
Dec 2000,Florida,437
Dec 2000,Georgia,478
Dec 2000,Kentucky,15
Dec 2000,Louisiana,44
Dec 2000,Maine,10
Dec 2000,Massachusetts,1
Dec 2000,Mississippi,159
Dec 2000,Missouri,7
Dec 2000,Montana,1
Dec 2000,Nevada,4
Dec 2000,New Hampshire,2
Dec 2000,New Jersey,21
Dec 2000,New Mexico,15
Dec 2000,New York,59
Dec 2000,North Carolina,359
Dec 2000,Oklahoma,19
Dec 2000,Oregon,4
Dec 2000,South Carolina,391
Dec 2000,South Dakota,2
Dec 2000,Tennessee,37
Dec 2000,Texas,27
Dec 2000,Virginia,44
Dec 2000,Washington,1
Dec 2000,West Virginia,7
Dec 2000,Wyoming,2
Dec 2001,Alabama,114
Dec 2001,Arizona,32
Dec 2001,Arkansas,19
Dec 2001,California,48
Dec 2001,Colorado,4
Dec 2001,Connecticut,1
Dec 2001,Florida,145
Dec 2001,Georgia,687
Dec 2001,Hawaii,35
Dec 2001,Illinois,1
Dec 2001,Indiana,4
Dec 2001,Iowa,1
Dec 2001,Kansas,7
Dec 2001,Kentucky,37
Dec 2001,Louisiana,4
Dec 2001,Maine,7
Dec 2001,Maryland,4
Dec 2001,Massachusetts,1
Dec 2001,Minnesota,1
Dec 2001,Mississippi,146
Dec 2001,Missouri,16
Dec 2001,Montana,7
Dec 2001,Nebraska,3
Dec 2001,Nevada,1
Dec 2001,New Jersey,50
Dec 2001,New Mexico,28
Dec 2001,New York,80
Dec 2001,North Carolina,534
Dec 2001,North Dakota,3
Dec 2001,Ohio,2
Dec 2001,Oklahoma,41
Dec 2001,South Carolina,624
Dec 2001,South Dakota,35
Dec 2001,Tennessee,47
Dec 2001,Texas,9
Dec 2001,Utah,4
Dec 2001,Virginia,61
Dec 2001,Washington,1
Dec 2001,West Virginia,39
Dec 2001,Wisconsin,15
Dec 2001,Wyoming,6
Dec 2002,Alabama,77
Dec 2002,Arizona,13
Dec 2002,Arkansas,48
Dec 2002,California,61
Dec 2002,Colorado,3
Dec 2002,Delaware,1
Dec 2002,Florida,104
Dec 2002,Georgia,215
Dec 2002,Hawaii,76
Dec 2002,Idaho,1
Dec 2002,Illinois,9
Dec 2002,Indiana,15
Dec 2002,Iowa,6
Dec 2002,Kansas,1
Dec 2002,Kentucky,45
Dec 2002,Louisiana,23
Dec 2002,Minnesota,45
Dec 2002,Mississippi,83
Dec 2002,Missouri,4
Dec 2002,Montana,10
Dec 2002,Nebraska,1
Dec 2002,New Jersey,12
Dec 2002,New Mexico,7
Dec 2002,New York,90
Dec 2002,North Carolina,130
Dec 2002,North Dakota,8
Dec 2002,Oklahoma,115
Dec 2002,Oregon,20
Dec 2002,Pennsylvania,1
Dec 2002,South Carolina,91
Dec 2002,South Dakota,65
Dec 2002,Tennessee,47
Dec 2002,Texas,38
Dec 2002,Utah,5
Dec 2002,Virginia,15
Dec 2002,Washington,1
Dec 2002,West Virginia,22
Dec 2002,Wisconsin,92
Dec 2002,Wyoming,2
Dec 2003,Alabama,201
Dec 2003,Arizona,35
Dec 2003,Arkansas,94
Dec 2003,California,94
Dec 2003,Colorado,20
Dec 2003,Delaware,2
Dec 2003,Florida,182
Dec 2003,Georgia,539
Dec 2003,Hawaii,7
Dec 2003,Idaho,2
Dec 2003,Indiana,3
Dec 2003,Kansas,3
Dec 2003,Kentucky,25
Dec 2003,Louisiana,5
Dec 2003,Maine,2
Dec 2003,Maryland,1
Dec 2003,Massachusetts,3
Dec 2003,Minnesota,1
Dec 2003,Mississippi,222
Dec 2003,Missouri,1
Dec 2003,Montana,9
Dec 2003,Nebraska,2
Dec 2003,New Jersey,17
Dec 2003,New Mexico,29
Dec 2003,New York,113
Dec 2003,North Carolina,246
Dec 2003,North Dakota,2
Dec 2003,Ohio,2
Dec 2003,Oklahoma,121
Dec 2003,Oregon,3
Dec 2003,Pennsylvania,2
Dec 2003,Puerto Rico,28
Dec 2003,South Carolina,187
Dec 2003,South Dakota,24
Dec 2003,Tennessee,2
Dec 2003,Texas,151
Dec 2003,Utah,1
Dec 2003,Virginia,18
Dec 2003,Washington,1
Dec 2003,West Virginia,7
Dec 2003,Wisconsin,15
Dec 2003,Wyoming,1
Dec 2004,Alabama,91
Dec 2004,Arizona,20
Dec 2004,Arkansas,8
Dec 2004,California,74
Dec 2004,Delaware,1
Dec 2004,Florida,207
Dec 2004,Georgia,394
Dec 2004,Hawaii,30
Dec 2004,Indiana,1
Dec 2004,Iowa,9
Dec 2004,Kansas,5
Dec 2004,Kentucky,14
Dec 2004,Louisiana,6
Dec 2004,Minnesota,7
Dec 2004,Mississippi,148
Dec 2004,Missouri,12
Dec 2004,Montana,8
Dec 2004,Nebraska,5
Dec 2004,New Jersey,12
Dec 2004,New Mexico,6
Dec 2004,New York,124
Dec 2004,North Carolina,237
Dec 2004,North Dakota,2
Dec 2004,Oklahoma,186
Dec 2004,Oregon,5
Dec 2004,Pennsylvania,4
Dec 2004,Puerto Rico,159
Dec 2004,South Carolina,4
Dec 2004,South Dakota,53
Dec 2004,Tennessee,1
Dec 2004,Texas,111
Dec 2004,Virginia,21
Dec 2004,Washington,1
Dec 2004,West Virginia,11
Dec 2004,Wisconsin,29
Dec 2004,Wyoming,2
Dec 2005,Alabama,173
Dec 2005,Arizona,87
Dec 2005,Arkansas,335
Dec 2005,California,133
Dec 2005,Colorado,15
Dec 2005,Florida,101
Dec 2005,Georgia,353
Dec 2005,Hawaii,151
Dec 2005,Illinois,1
Dec 2005,Indiana,1
Dec 2005,Kansas,14
Dec 2005,Kentucky,60
Dec 2005,Louisiana,331
Dec 2005,Maine,1
Dec 2005,Maryland,7
Dec 2005,Massachusetts,1
Dec 2005,Mississippi,443
Dec 2005,Missouri,11
Dec 2005,Montana,4
Dec 2005,Nebraska,1
Dec 2005,Nevada,2
Dec 2005,New Jersey,8
Dec 2005,New Mexico,50
Dec 2005,New York,146
Dec 2005,North Carolina,50
Dec 2005,North Dakota,1
Dec 2005,Oklahoma,330
Dec 2005,Oregon,5
Dec 2005,Puerto Rico,155
Dec 2005,South Carolina,129
Dec 2005,South Dakota,20
Dec 2005,Tennessee,123
Dec 2005,Texas,2000
Dec 2005,Utah,2
Dec 2005,Virginia,25
Dec 2005,Washington,3
Dec 2005,West Virginia,27
Dec 2005,Wisconsin,1
Dec 2005,Wyoming,1
Dec 2006,Alabama,204
Dec 2006,Arizona,32
Dec 2006,Arkansas,55
Dec 2006,California,279
Dec 2006,Connecticut,13
Dec 2006,Florida,170
Dec 2006,Georgia,705
Dec 2006,Hawaii,70
Dec 2006,Idaho,1
Dec 2006,Illinois,3
Dec 2006,Indiana,8
Dec 2006,Iowa,13
Dec 2006,Kansas,8
Dec 2006,Kentucky,180
Dec 2006,Louisiana,47
Dec 2006,Maine,5
Dec 2006,Maryland,32
Dec 2006,Michigan,1
Dec 2006,Minnesota,23
Dec 2006,Mississippi,180
Dec 2006,Missouri,8
Dec 2006,Nebraska,5
Dec 2006,Nevada,6
Dec 2006,New Jersey,83
Dec 2006,New Mexico,23
Dec 2006,New York,244
Dec 2006,North Carolina,12
Dec 2006,North Dakota,2
Dec 2006,Ohio,17
Dec 2006,Oklahoma,70
Dec 2006,Oregon,2
Dec 2006,Pennsylvania,19
Dec 2006,Puerto Rico,147
Dec 2006,South Carolina,90
Dec 2006,South Dakota,46
Dec 2006,Tennessee,165
Dec 2006,Texas,235
Dec 2006,Utah,1
Dec 2006,Vermont,1
Dec 2006,Virginia,56
Dec 2006,West Virginia,125
Dec 2006,Wisconsin,24
Dec 2006,Wyoming,4
Dec 2007,Alabama,76
Dec 2007,Arizona,23
Dec 2007,Arkansas,34
Dec 2007,California,253
Dec 2007,Colorado,1
Dec 2007,Connecticut,1
Dec 2007,Delaware,1
Dec 2007,Florida,118
Dec 2007,Georgia,398
Dec 2007,Hawaii,23
Dec 2007,Indiana,2
Dec 2007,Kansas,1
Dec 2007,Kentucky,52
Dec 2007,Louisiana,7
Dec 2007,Maryland,7
Dec 2007,Mississippi,9
Dec 2007,Missouri,23
Dec 2007,Montana,3
Dec 2007,Nebraska,5
Dec 2007,Nevada,2
Dec 2007,New Jersey,5
Dec 2007,New Mexico,17
Dec 2007,New York,69
Dec 2007,North Carolina,314
Dec 2007,Ohio,3
Dec 2007,Oklahoma,75
Dec 2007,Oregon,3
Dec 2007,Pennsylvania,4
Dec 2007,Puerto Rico,30
Dec 2007,South Carolina,367
Dec 2007,South Dakota,13
Dec 2007,Tennessee,69
Dec 2007,Texas,1313
Dec 2007,Utah,1
Dec 2007,Virginia,58
Dec 2007,Washington,1
Dec 2007,West Virginia,30
Dec 2007,Wyoming,2
Dec 2008,Alabama,76
Dec 2008,Arizona,14
Dec 2008,Arkansas,81
Dec 2008,California,67
Dec 2008,Colorado,1
Dec 2008,Florida,193
Dec 2008,Georgia,268
Dec 2008,Hawaii,27
Dec 2008,Idaho,1
Dec 2008,Illinois,11
Dec 2008,Iowa,1
Dec 2008,Kansas,3
Dec 2008,Kentucky,30
Dec 2008,Louisiana,51
Dec 2008,Maine,1
Dec 2008,Maryland,33
Dec 2008,Minnesota,6
Dec 2008,Mississippi,76
Dec 2008,Missouri,12
Dec 2008,Montana,4
Dec 2008,Nebraska,23
Dec 2008,Nevada,1
Dec 2008,New Jersey,16
Dec 2008,New Mexico,14
Dec 2008,New York,138
Dec 2008,North Carolina,150
Dec 2008,Oklahoma,137
Dec 2008,Oregon,9
Dec 2008,Rhode Island,1
Dec 2008,South Carolina,97
Dec 2008,South Dakota,26
Dec 2008,Tennessee,49
Dec 2008,Texas,1105
Dec 2008,Utah,5
Dec 2008,Virginia,30
Dec 2008,West Virginia,18
Dec 2008,Wyoming,6
Dec 2009,Arizona,34
Dec 2009,Arkansas,24
Dec 2009,California,93
Dec 2009,Colorado,1
Dec 2009,Florida,43
Dec 2009,Georgia,51
Dec 2009,Hawaii,81
Dec 2009,Illinois,4
Dec 2009,Iowa,2
Dec 2009,Kentucky,14
Dec 2009,Louisiana,6
Dec 2009,Maine,1
Dec 2009,Maryland,2
Dec 2009,Mississippi,14
Dec 2009,Missouri,3
Dec 2009,Montana,1
Dec 2009,Nebraska,11
Dec 2009,Nevada,1
Dec 2009,New Jersey,9
Dec 2009,New Mexico,9
Dec 2009,New York,74
Dec 2009,North Carolina,28
Dec 2009,Ohio,3
Dec 2009,Oklahoma,34
Dec 2009,Oregon,1
Dec 2009,Pennsylvania,1
Dec 2009,Puerto Rico,65
Dec 2009,Rhode Island,1
Dec 2009,South Carolina,10
Dec 2009,South Dakota,19
Dec 2009,Tennessee,33
Dec 2009,Texas,295
Dec 2009,Utah,1
Dec 2009,Washington,2
Dec 2009,West Virginia,12
Dec 2009,Wisconsin,6
Dec 2009,Wyoming,3
Dec 2010,Alabama,160
Dec 2010,Arizona,39
Dec 2010,Arkansas,163
Dec 2010,California,44
Dec 2010,Colorado,62
Dec 2010,Connecticut,18
Dec 2010,Florida,583
Dec 2010,Georgia,671
Dec 2010,Hawaii,29
Dec 2010,Illinois,13
Dec 2010,Iowa,7
Dec 2010,Kansas,1
Dec 2010,Kentucky,2
Dec 2010,Louisiana,223
Dec 2010,Maine,1
Dec 2010,Maryland,7
Dec 2010,Minnesota,1
Dec 2010,Mississippi,175
Dec 2010,Missouri,3
Dec 2010,Montana,1
Dec 2010,Nebraska,32
Dec 2010,New Jersey,53
Dec 2010,New Mexico,48
Dec 2010,New York,212
Dec 2010,North Carolina,202
Dec 2010,North Dakota,1
Dec 2010,Oklahoma,229
Dec 2010,Oregon,2
Dec 2010,Pennsylvania,10
Dec 2010,Puerto Rico,133
Dec 2010,South Carolina,180
Dec 2010,South Dakota,10
Dec 2010,Tennessee,40
Dec 2010,Texas,1078
Dec 2010,Utah,1
Dec 2010,Virginia,7
Dec 2010,West Virginia,5
Dec 2010,Wisconsin,3
Dec 2011,Alabama,38
Dec 2011,Arizona,13
Dec 2011,Arkansas,12
Dec 2011,California,513
Dec 2011,Colorado,2
Dec 2011,Florida,125
Dec 2011,Georgia,228
Dec 2011,Hawaii,36
Dec 2011,Illinois,1
Dec 2011,Indiana,1
Dec 2011,Iowa,15
Dec 2011,Kentucky,19
Dec 2011,Louisiana,1
Dec 2011,Maryland,4
Dec 2011,Michigan,1
Dec 2011,Minnesota,50
Dec 2011,Mississippi,4
Dec 2011,Missouri,16
Dec 2011,Montana,6
Dec 2011,Nebraska,19
Dec 2011,Nevada,8
Dec 2011,New Jersey,6
Dec 2011,New Mexico,4
Dec 2011,New York,193
Dec 2011,North Carolina,208
Dec 2011,North Dakota,9
Dec 2011,Oklahoma,33
Dec 2011,Oregon,13
Dec 2011,Pennsylvania,7
Dec 2011,Puerto Rico,56
Dec 2011,South Carolina,122
Dec 2011,South Dakota,88
Dec 2011,Tennessee,29
Dec 2011,Texas,345
Dec 2011,Utah,6
Dec 2011,Virginia,9
Dec 2011,Washington,7
Dec 2011,West Virginia,23
Dec 2011,Wisconsin,14
Dec 2011,Wyoming,2
Dec 2012,Alabama,111
Dec 2012,Alaska,7
Dec 2012,Arizona,21
Dec 2012,Arkansas,64
Dec 2012,California,57
Dec 2012,Colorado,1
Dec 2012,Connecticut,1
Dec 2012,Florida,124
Dec 2012,Georgia,216
Dec 2012,Hawaii,42
Dec 2012,Idaho,2
Dec 2012,Illinois,1
Dec 2012,Iowa,7
Dec 2012,Kansas,1
Dec 2012,Kentucky,75
Dec 2012,Louisiana,44
Dec 2012,Maine,3
Dec 2012,Maryland,3
Dec 2012,Michigan,1
Dec 2012,Minnesota,12
Dec 2012,Mississippi,42
Dec 2012,Missouri,2
Dec 2012,Nebraska,11
Dec 2012,Nevada,5
Dec 2012,New Jersey,13
Dec 2012,New Mexico,12
Dec 2012,New York,50
Dec 2012,North Carolina,254
Dec 2012,North Dakota,3
Dec 2012,Ohio,2
Dec 2012,Oklahoma,142
Dec 2012,Oregon,2
Dec 2012,Pennsylvania,1
Dec 2012,Rhode Island,1
Dec 2012,South Carolina,116
Dec 2012,South Dakota,39
Dec 2012,Tennessee,62
Dec 2012,Texas,410
Dec 2012,Utah,1
Dec 2012,Vermont,1
Dec 2012,Virginia,21
Dec 2012,West Virginia,28
Dec 2012,Wisconsin,3
Dec 2012,Wyoming,4
Dec 2013,Alabama,74
Dec 2013,Arizona,27
Dec 2013,Arkansas,13
Dec 2013,California,296
Dec 2013,Colorado,12
Dec 2013,Delaware,1
Dec 2013,Florida,93
Dec 2013,Georgia,143
Dec 2013,Hawaii,2
Dec 2013,Kansas,1
Dec 2013,Kentucky,51
Dec 2013,Louisiana,32
Dec 2013,Maine,1
Dec 2013,Maryland,2
Dec 2013,Michigan,1
Dec 2013,Mississippi,79
Dec 2013,Missouri,23
Dec 2013,Montana,4
Dec 2013,Nebraska,11
Dec 2013,Nevada,4
Dec 2013,New Jersey,13
Dec 2013,New Mexico,9
Dec 2013,New York,20
Dec 2013,North Carolina,218
Dec 2013,North Dakota,2
Dec 2013,Ohio,1
Dec 2013,Oklahoma,29
Dec 2013,Oregon,4
Dec 2013,Pennsylvania,1
Dec 2013,South Carolina,69
Dec 2013,South Dakota,12
Dec 2013,Tennessee,55
Dec 2013,Texas,314
Dec 2013,Utah,2
Dec 2013,Virginia,14
Dec 2013,Washington,3
Dec 2013,West Virginia,9
Dec 2013,Wisconsin,2
Dec 2014,Alabama,239
Dec 2014,Arizona,31
Dec 2014,Arkansas,15
Dec 2014,California,59
Dec 2014,Colorado,2
Dec 2014,Florida,176
Dec 2014,Georgia,233
Dec 2014,Idaho,3
Dec 2014,Illinois,2
Dec 2014,Iowa,3
Dec 2014,Kentucky,18
Dec 2014,Louisiana,32
Dec 2014,Maine,1
Dec 2014,Maryland,4
Dec 2014,Minnesota,1
Dec 2014,Mississippi,139
Dec 2014,Missouri,1
Dec 2014,Nebraska,14
Dec 2014,Nevada,4
Dec 2014,New Jersey,14
Dec 2014,New Mexico,15
Dec 2014,New York,66
Dec 2014,North Carolina,249
Dec 2014,North Dakota,4
Dec 2014,Ohio,5
Dec 2014,Oklahoma,19
Dec 2014,Oregon,3
Dec 2014,South Carolina,92
Dec 2014,South Dakota,33
Dec 2014,Tennessee,7
Dec 2014,Texas,280
Dec 2014,Utah,1
Dec 2014,Virginia,13
Dec 2014,West Virginia,5
Dec 2014,Wisconsin,1
Dec 2014,Wyoming,3
Dec 2015,Alabama,57
Dec 2015,Alaska,1
Dec 2015,Arizona,215
Dec 2015,Arkansas,30
Dec 2015,California,111
Dec 2015,Connecticut,5
Dec 2015,Florida,58
Dec 2015,Georgia,81
Dec 2015,Idaho,1
Dec 2015,Kansas,208
Dec 2015,Kentucky,32
Dec 2015,Louisiana,9
Dec 2015,Maryland,3
Dec 2015,Massachusetts,11
Dec 2015,Mississippi,32
Dec 2015,Missouri,17
Dec 2015,Montana,9
Dec 2015,Nebraska,1
Dec 2015,Nevada,2
Dec 2015,New Jersey,20
Dec 2015,New Mexico,12
Dec 2015,New York,214
Dec 2015,North Carolina,59
Dec 2015,North Dakota,11
Dec 2015,Ohio,4
Dec 2015,Oklahoma,51
Dec 2015,Oregon,6
Dec 2015,Pennsylvania,2
Dec 2015,Rhode Island,2
Dec 2015,South Carolina,8
Dec 2015,South Dakota,4
Dec 2015,Tennessee,19
Dec 2015,Texas,246
Dec 2015,Utah,1
Dec 2015,Virginia,2
Dec 2015,West Virginia,11
Dec 2015,Wisconsin,3
Dec 2015,Wyoming,6
Feb 1992,Alabama,27
Feb 1992,Arizona,20
Feb 1992,Arkansas,26
Feb 1992,California,54
Feb 1992,Colorado,37
Feb 1992,Connecticut,23
Feb 1992,District of Columbia,1
Feb 1992,Florida,530
Feb 1992,Georgia,1336
Feb 1992,Hawaii,16
Feb 1992,Idaho,2
Feb 1992,Illinois,4
Feb 1992,Indiana,8
Feb 1992,Kansas,1
Feb 1992,Kentucky,16
Feb 1992,Louisiana,7
Feb 1992,Maine,1
Feb 1992,Maryland,2
Feb 1992,Michigan,1
Feb 1992,Minnesota,1
Feb 1992,Mississippi,1077
Feb 1992,Missouri,331
Feb 1992,Montana,43
Feb 1992,Nevada,2
Feb 1992,New Hampshire,1
Feb 1992,New Jersey,90
Feb 1992,New Mexico,54
Feb 1992,New York,12
Feb 1992,North Carolina,1498
Feb 1992,North Dakota,3
Feb 1992,Ohio,3
Feb 1992,Oklahoma,425
Feb 1992,Oregon,4
Feb 1992,Pennsylvania,1
Feb 1992,South Carolina,1131
Feb 1992,South Dakota,31
Feb 1992,Tennessee,18
Feb 1992,Texas,110
Feb 1992,Virginia,6
Feb 1992,Washington,4
Feb 1992,West Virginia,116
Feb 1992,Wisconsin,15
Feb 1992,Wyoming,26
Feb 1993,Alabama,34
Feb 1993,Arizona,16
Feb 1993,Arkansas,20
Feb 1993,California,40
Feb 1993,Colorado,9
Feb 1993,Connecticut,8
Feb 1993,District of Columbia,2
Feb 1993,Florida,296
Feb 1993,Georgia,766
Feb 1993,Illinois,4
Feb 1993,Indiana,2
Feb 1993,Kentucky,29
Feb 1993,Louisiana,31
Feb 1993,Maryland,2
Feb 1993,Minnesota,2
Feb 1993,Mississippi,1005
Feb 1993,Missouri,213
Feb 1993,New Jersey,33
Feb 1993,New Mexico,47
Feb 1993,New York,7
Feb 1993,North Carolina,697
Feb 1993,Ohio,6
Feb 1993,Oklahoma,235
Feb 1993,Oregon,16
Feb 1993,Pennsylvania,1
Feb 1993,Puerto Rico,1
Feb 1993,South Carolina,469
Feb 1993,South Dakota,6
Feb 1993,Tennessee,8
Feb 1993,Texas,133
Feb 1993,Virginia,10
Feb 1993,Washington,46
Feb 1993,West Virginia,248
Feb 1993,Wisconsin,12
Feb 1994,Alabama,705
Feb 1994,Arizona,35
Feb 1994,Arkansas,33
Feb 1994,California,79
Feb 1994,Colorado,35
Feb 1994,Connecticut,3
Feb 1994,Florida,362
Feb 1994,Georgia,1040
Feb 1994,Idaho,3
Feb 1994,Illinois,3
Feb 1994,Kansas,2
Feb 1994,Kentucky,19
Feb 1994,Louisiana,32
Feb 1994,Maine,1
Feb 1994,Maryland,6
Feb 1994,Mississippi,618
Feb 1994,Missouri,377
Feb 1994,Nevada,3
Feb 1994,New Jersey,31
Feb 1994,New Mexico,137
Feb 1994,North Carolina,914
Feb 1994,Ohio,3
Feb 1994,Oklahoma,376
Feb 1994,Oregon,4
Feb 1994,Puerto Rico,3
Feb 1994,South Carolina,780
Feb 1994,South Dakota,4
Feb 1994,Tennessee,8
Feb 1994,Texas,95
Feb 1994,Utah,2
Feb 1994,Washington,6
Feb 1994,West Virginia,76
Feb 1995,Alabama,718
Feb 1995,Arizona,23
Feb 1995,Arkansas,74
Feb 1995,California,59
Feb 1995,Colorado,78
Feb 1995,Connecticut,1
Feb 1995,Delaware,1
Feb 1995,District of Columbia,1
Feb 1995,Florida,590
Feb 1995,Georgia,772
Feb 1995,Idaho,2
Feb 1995,Illinois,10
Feb 1995,Indiana,6
Feb 1995,Kansas,2
Feb 1995,Kentucky,14
Feb 1995,Louisiana,25
Feb 1995,Maine,1
Feb 1995,Maryland,12
Feb 1995,Mississippi,976
Feb 1995,Missouri,437
Feb 1995,Montana,28
Feb 1995,Nebraska,7
Feb 1995,Nevada,8
Feb 1995,New Hampshire,1
Feb 1995,New Jersey,44
Feb 1995,New Mexico,66
Feb 1995,New York,3
Feb 1995,North Carolina,586
Feb 1995,North Dakota,1
Feb 1995,Ohio,2
Feb 1995,Oklahoma,644
Feb 1995,Oregon,4
Feb 1995,South Carolina,328
Feb 1995,South Dakota,39
Feb 1995,Tennessee,3
Feb 1995,Texas,165
Feb 1995,Utah,3
Feb 1995,Virginia,205
Feb 1995,Washington,4
Feb 1995,West Virginia,48
Feb 1995,Wisconsin,15
Feb 1995,Wyoming,4
Feb 1996,Alabama,1116
Feb 1996,Arizona,60
Feb 1996,Arkansas,88
Feb 1996,California,44
Feb 1996,Colorado,11
Feb 1996,Florida,1105
Feb 1996,Georgia,2342
Feb 1996,Hawaii,1
Feb 1996,Idaho,1
Feb 1996,Illinois,5
Feb 1996,Indiana,2
Feb 1996,Kansas,5
Feb 1996,Kentucky,4
Feb 1996,Louisiana,51
Feb 1996,Maryland,8
Feb 1996,Mississippi,1488
Feb 1996,Missouri,72
Feb 1996,Montana,5
Feb 1996,Nebraska,4
Feb 1996,Nevada,5
Feb 1996,New Hampshire,1
Feb 1996,New Jersey,55
Feb 1996,New Mexico,93
Feb 1996,New York,2
Feb 1996,North Carolina,825
Feb 1996,North Dakota,3
Feb 1996,Oklahoma,1025
Feb 1996,Oregon,4
Feb 1996,Puerto Rico,2
Feb 1996,South Carolina,1261
Feb 1996,South Dakota,49
Feb 1996,Tennessee,7
Feb 1996,Texas,756
Feb 1996,Utah,2
Feb 1996,Virginia,77
Feb 1996,Washington,9
Feb 1996,West Virginia,29
Feb 1996,Wyoming,14
Feb 1997,Alabama,214
Feb 1997,Arizona,18
Feb 1997,Arkansas,58
Feb 1997,California,137
Feb 1997,Connecticut,6
Feb 1997,Delaware,1
Feb 1997,Florida,544
Feb 1997,Georgia,561
Feb 1997,Illinois,1
Feb 1997,Kansas,1
Feb 1997,Kentucky,110
Feb 1997,Louisiana,134
Feb 1997,Maryland,8
Feb 1997,Mississippi,282
Feb 1997,Missouri,124
Feb 1997,Montana,5
Feb 1997,Nebraska,1
Feb 1997,Nevada,2
Feb 1997,New Jersey,70
Feb 1997,New Mexico,55
Feb 1997,New York,13
Feb 1997,North Carolina,333
Feb 1997,Ohio,4
Feb 1997,Oklahoma,156
Feb 1997,Oregon,2
Feb 1997,Pennsylvania,1
Feb 1997,South Carolina,249
Feb 1997,South Dakota,11
Feb 1997,Tennessee,210
Feb 1997,Texas,48
Feb 1997,Virginia,121
Feb 1997,Washington,6
Feb 1997,West Virginia,132
Feb 1997,Wisconsin,3
Feb 1998,Alabama,366
Feb 1998,Alaska,1
Feb 1998,Arizona,7
Feb 1998,Arkansas,61
Feb 1998,California,19
Feb 1998,Colorado,4
Feb 1998,Connecticut,2
Feb 1998,Florida,201
